color,id,initial_x,initial_y,label,x,y,parent_code,parent_code_hierarchy,parent_level,parent_naics_id,parent_naics_id_hierarchy,category,parent_parent_code,parent_parent_id
#77C898,111110,188.49595079022606,539.3076811310369,Soybean Farming,2.5,238.16689393250095,185.1646021629426,N,N,1,5,5,Natural resources and mining,,
#77C898,111120,187.14141626948356,531.4449803000524,Oilseed (except Soybean) Farming ,2.5,236.62839377936945,176.64665452568408,N,N,1,5,5,Natural resources and mining,,
#77C898,111130,170.0267571385822,535.7757522468796,Dry Pea and Bean Farming ,2.5,214.6478383161604,181.44424426459653,N,N,1,5,5,Natural resources and mining,,
#77C898,111140,222.271039594675,560.5210719851061,Wheat Farming,2.5,272.3562969677513,205.12633415679826,N,N,1,5,5,Natural resources and mining,,
#77C898,111150,197.97801916685944,542.7337628682735,Corn Farming ,2.5,250.30858040841727,189.066987594977,N,N,1,5,5,Natural resources and mining,,
#77C898,111160,206.60039914483767,566.1337243988132,Rice Farming,2.5,255.89282292348284,215.0773170440251,N,N,1,5,5,Natural resources and mining,,
#77C898,111199,242.84590349799572,559.2640210615399,All Other Grain Farming ,2.5,294.353123743768,204.11665992687944,N,N,1,5,5,Natural resources and mining,,
#77C898,111211,191.57721634246093,561.1315775607648,Potato Farming ,2.5,238.58852204702103,211.59583410442852,N,N,1,5,5,Natural resources and mining,,
#77C898,111219,230.8814064112048,562.9979232002638,Other Vegetable (except Potato) and Melon Farming ,2.5,281.5526029720674,209.78124997742944,N,N,1,5,5,Natural resources and mining,,
#77C898,111310,180.08199941727787,548.7112131842086,Orange Groves,2.5,226.39472315110376,199.34908858716588,N,N,1,5,5,Natural resources and mining,,
#77C898,111320,209.2897642235123,574.9818360571171,Citrus (except Orange) Groves ,2.5,258.2203913372464,226.21613826594412,N,N,1,5,5,Natural resources and mining,,
#77C898,111331,171.96090806245434,545.1235439822011,Apple Orchards ,2.5,217.96053955747072,193.00409809925483,N,N,1,5,5,Natural resources and mining,,
#77C898,111332,234.6631475328191,554.442731956356,Grape Vineyards ,2.5,283.55939918473354,200.32608908776842,N,N,1,5,5,Natural resources and mining,,
#77C898,111333,179.8710307532017,539.388562158001,Strawberry Farming ,2.5,229.40829421502846,185.8839332873923,N,N,1,5,5,Natural resources and mining,,
#77C898,111334,214.4253164647403,567.0479119848263,Berry (except Strawberry) Farming ,2.5,265.004966315817,212.4349125758497,N,N,1,5,5,Natural resources and mining,,
#77C898,111335,197.23283755498483,552.2009206941524,Tree Nut Farming ,2.5,248.62152438782513,197.6582442154598,N,N,1,5,5,Natural resources and mining,,
#77C898,111336,229.114672133114,572.2973419307397,Fruit and Tree Nut Combination Farming ,2.5,279.4604822901392,223.01867508996116,N,N,1,5,5,Natural resources and mining,,
#77C898,111339,220.78116928805855,571.9710986746851,Other Noncitrus Fruit Farming ,2.5,269.2594108138356,222.73035110121742,N,N,1,5,5,Natural resources and mining,,
#77C898,111411,186.74739923105508,555.5485691917916,Mushroom Production ,2.5,235.14899533202788,205.1615976539337,N,N,1,5,5,Natural resources and mining,,
#77C898,111419,210.06511267152536,535.763329373006,Other Food Crops Grown Under Cover ,2.5,260.1248520464862,183.6505560685568,N,N,1,5,5,Natural resources and mining,,
#77C898,111421,245.24773629879007,569.4629999303305,Nursery and Tree Production ,2.5,296.51194677484256,217.32127853755674,N,N,1,5,5,Natural resources and mining,,
#77C898,111422,285.8333147172478,553.944124468343,Floriculture Production ,2.5,334.6725593579742,202.62278393013466,N,N,1,5,5,Natural resources and mining,,
#77C898,111910,196.09949441402617,568.6044293208013,Tobacco Farming,2.5,244.5216241989238,219.47913277598613,N,N,1,5,5,Natural resources and mining,,
#77C898,111920,178.13939895377166,529.6756182200702,Cotton Farming,2.5,225.67703669094925,172.75241313439895,N,N,1,5,5,Natural resources and mining,,
#77C898,111930,213.47295085566014,558.5799109583004,Sugarcane Farming,2.5,264.0569812874004,200.97676859782925,N,N,1,5,5,Natural resources and mining,,
#77C898,111940,195.72691285333886,533.3974477434216,Hay Farming ,2.5,246.96097256459544,178.96036629854592,N,N,1,5,5,Natural resources and mining,,
#77C898,111991,201.735657567641,560.6338089989778,Sugar Beet Farming ,2.5,252.36791266057242,208.56654354868252,N,N,1,5,5,Natural resources and mining,,
#77C898,111992,189.61082070209633,545.9566212024592,Peanut Farming ,2.5,238.35220771536285,191.81203607901352,N,N,1,5,5,Natural resources and mining,,
