product_id,product_hs92_code,year,export_value,import_value,pci
1284,5508,1996,625820322,625820322,-0.848
1285,5509,1996,4071484669,4071484669,-0.43
1286,5510,1996,731811853,731811853,-0.549
1287,5511,1996,186769952,186769952,-0.314
1288,5512,1996,2167142786,2167142786,-0.027
1289,5513,1996,2998104460,2998104460,-1.3
1290,5514,1996,1137888761,1137888761,-0.668
1291,5515,1996,3021957251,3021957251,-0.3
1292,5516,1996,4468702247,4468702247,0.028
1293,5601,1996,1080265845,1080265845,0.03
1294,5602,1996,709076673,709076673,1.433
1295,5603,1996,4078099587,4078099587,0.671
1296,5604,1996,974693966,974693966,1.523
1297,5605,1996,135457631,135457631,0.621
1298,5606,1996,511400293,511400293,0.726
1299,5607,1996,921455384,921455384,-0.844
1300,5608,1996,543127167,543127167,-1.168
1301,5609,1996,122527071,122527071,-0.905
1302,5701,1996,1635987022,1635987022,-1.436
1303,5702,1996,2193760791,2193760791,-0.996
1304,5703,1996,3862079866,3862079866,-0.463
1305,5704,1996,485634233,485634233,0.521
1306,5705,1996,519908434,519908434,-0.56
1307,5801,1996,2060254913,2060254913,-0.145
1308,5802,1996,199898360,199898360,-0.464
1309,5803,1996,48695923,48695923,-0.363
1310,5804,1996,778553158,778553158,-0.849
1311,5805,1996,48033612,48033612,-0.753
1312,5806,1996,1539046029,1539046029,-0.022
1313,5807,1996,593671829,593671829,-0.394
1314,5808,1996,272329551,272329551,-0.419
1315,5809,1996,26556415,26556415,0.292
1316,5810,1996,894164121,894164121,-0.666
1317,5811,1996,197149244,197149244,0.164
1318,5901,1996,116614924,116614924,0.111
1319,5902,1996,1107940776,1107940776,-0.371
1320,5903,1996,5851063719,5851063719,0.604
1321,5904,1996,247086506,247086506,0.146
1322,5905,1996,72932322,72932322,0.928
1323,5906,1996,737386825,737386825,1.602
1324,5907,1996,607071820,607071820,0.609
1325,5908,1996,36187769,36187769,-0.529
1326,5909,1996,93002380,93002380,0.818
1327,5910,1996,167635633,167635633,1.086
1328,5911,1996,1950609167,1950609167,1.508
1329,6001,1996,1899679017,1899679017,-0.257
1330,6002,1996,9590169420,9590169420,-0.614
1331,6101,1996,344695220,344695220,-1.34
1332,6102,1996,279226004,279226004,-1.034
1333,6103,1996,2116973681,2116973681,-1.592
1334,6104,1996,5251811450,5251811450,-1.508
1335,6105,1996,3630735375,3630735375,-2.034
1336,6106,1996,2616134603,2616134603,-1.539
1337,6107,1996,1894637563,1894637563,-1.465
1338,6108,1996,4551477551,4551477551,-1.366
1339,6109,1996,10054852291,10054852291,-1.839
1340,6110,1996,16685863155,16685863155,-1.559
1341,6111,1996,1901225503,1901225503,-1.49
1342,6112,1996,1826295666,1826295666,-0.984
1343,6113,1996,132690482,132690482,-1.105
1344,6114,1996,1326170185,1326170185,-1.781
1345,6115,1996,4164662358,4164662358,-0.737
1346,6116,1996,818355507,818355507,-1.558
1347,6117,1996,822777605,822777605,-0.797
1348,6201,1996,5507840969,5507840969,-1.285
1349,6202,1996,3960566273,3960566273,-1.01
1350,6203,1996,20746824407,20746824407,-1.389
1351,6204,1996,22725287443,22725287443,-1.415
1352,6205,1996,8275145076,8275145076,-1.646
1353,6206,1996,5924557012,5924557012,-1.452
1354,6207,1996,1116219544,1116219544,-1.6
1355,6208,1996,2143938768,2143938768,-1.564
1356,6209,1996,1054681440,1054681440,-1.514
1357,6210,1996,2123342028,2123342028,-1.182
1358,6211,1996,5100304320,5100304320,-1.416
1359,6212,1996,3808892605,3808892605,-1.185
1360,6213,1996,189766550,189766550,-0.78
1361,6214,1996,1245846898,1245846898,-1.089
1362,6215,1996,925733464,925733464,-0.886
1363,6216,1996,389372250,389372250,-1.509
1364,6217,1996,1815249901,1815249901,-0.293
1365,6301,1996,918201730,918201730,-1.014
1366,6302,1996,5954851389,5954851389,-1.026
1367,6303,1996,726330764,726330764,-0.314
1368,6304,1996,1290846205,1290846205,-1.371
1369,6305,1996,1208753858,1208753858,-1.722
1370,6306,1996,1030148208,1030148208,-1.178
1371,6307,1996,1992209761,1992209761,-0.538
1372,6308,1996,67490079,67490079,0.861
1373,6309,1996,1169403098,1169403098,-0.881
1374,6310,1996,353991504,353991504,-1.153
1375,6401,1996,522188393,522188393,-0.74
1376,6402,1996,7414749216,7414749216,-1.306
1377,6403,1996,23957274645,23957274645,-0.884
1378,6404,1996,4398416628,4398416628,-1.058
1379,6405,1996,1459354285,1459354285,-0.993
1380,6406,1996,4971523792,4971523792,-0.582
1381,6501,1996,27941775,27941775,-0.32
1382,6502,1996,27127688,27127688,-1.132
1383,6503,1996,52996446,52996446,-0.402
1384,6504,1996,132620624,132620624,-1.573
1385,6505,1996,1332289267,1332289267,-1.433
1386,6506,1996,808632005,808632005,-0.242
1387,6507,1996,62899347,62899347,-0.387
1388,6601,1996,998820355,998820355,-0.528
1389,6602,1996,26073291,26073291,-0.354
1390,6603,1996,274157553,274157553,0.029
1391,6701,1996,54661703,54661703,-0.599
1392,6702,1996,1108802680,1108802680,-1.165
1393,6703,1996,52772370,52772370,-1.018
1394,6704,1996,347813044,347813044,-1.73
1395,6801,1996,209584585,209584585,-0.13
1396,6802,1996,4396659995,4396659995,-0.298
1397,6803,1996,376224632,376224632,0.015
1398,6804,1996,1506138103,1506138103,1.324
1399,6805,1996,1536174783,1536174783,1.068
1400,6806,1996,1419928152,1419928152,1.029
1401,6807,1996,824590573,824590573,0.767
1402,6808,1996,150462870,150462870,0.136
1403,6809,1996,751663494,751663494,1.136
1404,6810,1996,1690755244,1690755244,0.474
1405,6811,1996,374816332,374816332,-0.567
1406,6812,1996,277377362,277377362,-0.585
1407,6813,1996,755761354,755761354,0.573
1408,6814,1996,151422973,151422973,0.6
1409,6815,1996,1459815239,1459815239,0.572
1410,6901,1996,104178458,104178458,-0.149
1411,6902,1996,2106994502,2106994502,0.843
1412,6903,1996,969960250,969960250,1.064
1413,6904,1996,399833771,399833771,0.09
1414,6905,1996,314743154,314743154,0.414
1415,6906,1996,128650309,128650309,1.385
1416,6907,1996,952975728,952975728,-0.307
1417,6908,1996,5352680484,5352680484,-0.435
1418,6909,1996,1382241687,1382241687,2.191
1419,6910,1996,1556436303,1556436303,-0.572
1420,6911,1996,2295561349,2295561349,-0.281
1421,6912,1996,1312503848,1312503848,-0.807
1422,6913,1996,1584025787,1584025787,-0.878
1423,6914,1996,883754712,883754712,-0.448
1424,7001,1996,105360235,105360235,0.443
1425,7002,1996,827774796,827774796,1.654
1426,7003,1996,328916988,328916988,0.224
1427,7004,1996,218770910,218770910,-0.295
1428,7005,1996,2343689492,2343689492,0.335
1429,7006,1996,650183807,650183807,1.024
1430,7007,1996,3033755568,3033755568,0.556
1431,7008,1996,285778889,285778889,1.122
1432,7009,1996,1297573298,1297573298,0.874
1433,7010,1996,2973134645,2973134645,-0.535
1434,7011,1996,2225411444,2225411444,1.278
1435,7012,1996,48999917,48999917,-0.32
1436,7013,1996,4488583251,4488583251,0.311
1437,7014,1996,328557535,328557535,0.797
1438,7015,1996,237052679,237052679,0.635
1439,7016,1996,269731828,269731828,0.002
1440,7017,1996,487592675,487592675,0.598
1441,7018,1996,598932548,598932548,-0.405
1442,7019,1996,4144598632,4144598632,0.944
1443,7020,1996,715562521,715562521,0.851
1444,7101,1996,989027744,989027744,-0.421
1445,7102,1996,37036759513,37036759513,-1.609
1446,7103,1996,2077264103,2077264103,-1.467
1447,7104,1996,446980045,446980045,-0.097
1448,7105,1996,657205857,657205857,0.189
1449,7106,1996,3558823780,3558823780,-0.562
1450,7107,1996,48972041,48972041,1.149
1451,7108,1996,32217906156,32217906156,-1.708
1452,7109,1996,45035934,45035934,0.726
1453,7110,1996,4775641185,4775641185,0.047
1454,7111,1996,36565769,36565769,1.108
1455,7112,1996,2445619393,2445619393,-0.803
1456,7113,1996,15351283788,15351283788,-1.117
1457,7114,1996,574135080,574135080,-0.508
1458,7115,1996,592502349,592502349,-0.194
1459,7116,1996,461149993,461149993,-0.926
1460,7117,1996,1678879394,1678879394,-0.458
1461,7118,1996,136294091,136294091,-0.799
1462,7201,1996,2201730091,2201730091,-0.228
1463,7202,1996,7308521746,7308521746,-0.534
1464,7203,1996,603301254,603301254,-0.952
1465,7204,1996,6799973127,6799973127,-0.613
1466,7205,1996,608055188,608055188,1.087
1467,7206,1996,285295917,285295917,-0.449
1468,7207,1996,8925531507,8925531507,-0.554
1469,7208,1996,17525898575,17525898575,0.263
1470,7209,1996,10956609920,10956609920,0.095
1471,7210,1996,14457554782,14457554782,0.301
1472,7211,1996,2580161427,2580161427,0.821
1473,7212,1996,1856149641,1856149641,0.609
1474,7213,1996,5445147114,5445147114,0.016
1475,7214,1996,4916936302,4916936302,-0.729
1476,7215,1996,1077388909,1077388909,0.113
1477,7216,1996,5693155822,5693155822,0.221
1478,7217,1996,2415206408,2415206408,-0.118
1479,7218,1996,1839677901,1839677901,1.0
1480,7219,1996,10398988278,10398988278,1.361
1481,7220,1996,1927174137,1927174137,1.874
1482,7221,1996,721065006,721065006,1.275
1483,7222,1996,1895385578,1895385578,1.079
1484,7223,1996,735626033,735626033,1.56
1485,7224,1996,758499842,758499842,0.858
1486,7225,1996,3844776150,3844776150,1.375
1487,7226,1996,1276212130,1276212130,1.43
1488,7227,1996,693253032,693253032,0.964
1489,7228,1996,3730690926,3730690926,0.547
1490,7229,1996,585116199,585116199,0.879
1491,7301,1996,759504934,759504934,-0.169
1492,7302,1996,1178303374,1178303374,0.918
1493,7303,1996,926156594,926156594,0.225
1494,7304,1996,9083093288,9083093288,0.625
1495,7305,1996,3235413067,3235413067,0.419
1496,7306,1996,6778488415,6778488415,0.25
1497,7307,1996,4881962827,4881962827,1.019
1498,7308,1996,9323759881,9323759881,0.607
1499,7309,1996,1389773878,1389773878,0.379
1500,7310,1996,2572525944,2572525944,-0.081
1501,7311,1996,1084603539,1084603539,-0.24
1502,7312,1996,2043253501,2043253501,0.609
1503,7313,1996,119431489,119431489,-0.861
1504,7314,1996,1562972052,1562972052,0.237
1505,7315,1996,1776029649,1776029649,0.84
1506,7316,1996,100054902,100054902,0.096
1507,7317,1996,884498535,884498535,-0.322
1508,7318,1996,9005422364,9005422364,1.228
1509,7319,1996,167589211,167589211,0.397
1510,7320,1996,2138249168,2138249168,1.021
1511,7321,1996,2495646679,2495646679,0.061
1512,7322,1996,1719990467,1719990467,1.134
1513,7323,1996,3434367956,3434367956,-0.179
1514,7324,1996,863650503,863650503,0.427
1515,7325,1996,2663530196,2663530196,0.415
1516,7326,1996,10409708813,10409708813,0.748
1517,7401,1996,118664954,118664954,-0.974
1518,7402,1996,1779122321,1779122321,-0.734
1519,7403,1996,12098633516,12098633516,-1.012
1520,7404,1996,3590151866,3590151866,-0.89
1521,7405,1996,79505307,79505307,0.467
1522,7406,1996,183414704,183414704,0.291
1523,7407,1996,2226921892,2226921892,0.085
1524,7408,1996,5002344185,5002344185,0.341
1525,7409,1996,2880100030,2880100030,0.134
1526,7410,1996,2344259590,2344259590,0.675
1527,7411,1996,2605594421,2605594421,0.828
1528,7412,1996,951978304,951978304,1.744
1529,7413,1996,394358441,394358441,0.057
1530,7414,1996,53999971,53999971,0.879
1531,7415,1996,321696106,321696106,0.596
1532,7416,1996,31204315,31204315,1.229
1533,7417,1996,14421863,14421863,-0.564
1534,7418,1996,382994499,382994499,-0.283
1535,7419,1996,1150774530,1150774530,0.155
1536,7501,1996,1905479365,1905479365,-1.292
1537,7502,1996,3332859213,3332859213,0.285
1538,7503,1996,209194852,209194852,0.187
1539,7504,1996,312321926,312321926,1.081
1540,7505,1996,480139209,480139209,1.752
1541,7506,1996,389904862,389904862,2.228
1542,7507,1996,210736353,210736353,2.929
1543,7508,1996,393209528,393209528,1.284
1544,7601,1996,19319858437,19319858437,-0.611
1545,7602,1996,2246758249,2246758249,-0.517
1546,7603,1996,183833398,183833398,0.789
1547,7604,1996,3836965660,3836965660,0.244
1548,7605,1996,1155750362,1155750362,-0.217
1549,7606,1996,9527165779,9527165779,0.062
1550,7607,1996,4658342044,4658342044,0.649
1551,7608,1996,615503883,615503883,0.988
1552,7609,1996,195354295,195354295,0.916
1553,7610,1996,2860994812,2860994812,0.425
1554,7611,1996,127533962,127533962,0.75
1555,7612,1996,1769727630,1769727630,0.301
1556,7613,1996,139620602,139620602,-0.482
1557,7614,1996,375780772,375780772,-0.291
1558,7615,1996,1332045740,1332045740,-0.474
1559,7616,1996,4031212240,4031212240,0.525
1560,7801,1996,1641133919,1641133919,-0.236
1561,7802,1996,97373492,97373492,-0.761
1562,7803,1996,55101872,55101872,-0.872
1563,7804,1996,127801419,127801419,-0.251
1564,7805,1996,8128845,8128845,-0.207
1565,7806,1996,113599412,113599412,-0.108
1566,7901,1996,3558426062,3558426062,-0.125
1567,7902,1996,179771812,179771812,-0.075
1568,7903,1996,160910227,160910227,0.606
1569,7904,1996,118075483,118075483,0.038
1570,7905,1996,343726714,343726714,-0.032
1571,7906,1996,43321588,43321588,0.853
1572,7907,1996,312550288,312550288,0.046
1573,8001,1996,1598970104,1598970104,-1.478
1574,8002,1996,29562047,29562047,0.35
1575,8003,1996,85812887,85812887,-0.066
1576,8004,1996,62476213,62476213,-0.883
1577,8005,1996,33953172,33953172,0.726
1578,8006,1996,17335560,17335560,1.521
1579,8007,1996,127489312,127489312,-0.238
1580,8101,1996,317052385,317052385,0.25
1581,8102,1996,225145441,225145441,0.238
1582,8103,1996,355845409,355845409,0.684
1583,8104,1996,817558305,817558305,0.666
1584,8105,1996,1436449163,1436449163,-0.439
1585,8106,1996,42042156,42042156,-0.038
1586,8107,1996,41860697,41860697,0.199
1587,8108,1996,1186868883,1186868883,0.599
1588,8109,1996,299034773,299034773,1.199
1589,8110,1996,134447541,134447541,-1.447
1590,8111,1996,190822160,190822160,-0.21
1591,8112,1996,365332030,365332030,-0.1
1592,8113,1996,50887361,50887361,1.272
1593,8201,1996,539851015,539851015,-0.036
1594,8202,1996,1579340089,1579340089,1.176
1595,8203,1996,850868857,850868857,0.257
1596,8204,1996,829967183,829967183,0.256
1597,8205,1996,2487400962,2487400962,0.967
1598,8206,1996,377050258,377050258,0.127
1599,8207,1996,7664211280,7664211280,1.589
1600,8208,1996,964187231,964187231,1.803
1601,8209,1996,1699512164,1699512164,1.474
1602,8210,1996,164635476,164635476,0.566
1603,8211,1996,900759436,900759436,0.522
1604,8212,1996,1255453991,1255453991,-0.259
1605,8213,1996,295973662,295973662,0.482
1606,8214,1996,340263889,340263889,-0.209
1607,8215,1996,1103616789,1103616789,-0.265
1608,8301,1996,3575841261,3575841261,0.818
1609,8302,1996,8054966006,8054966006,0.976
1610,8303,1996,369170937,369170937,0.535
1611,8304,1996,122803568,122803568,0.696
1612,8305,1996,554132065,554132065,0.432
1613,8306,1996,776755831,776755831,-0.73
1614,8307,1996,662332601,662332601,0.741
1615,8308,1996,1321698415,1321698415,0.048
1616,8309,1996,1767762203,1767762203,0.19
1617,8310,1996,212521638,212521638,0.28
1618,8311,1996,1127320691,1127320691,0.437
1619,8401,1996,1649853677,1649853677,1.407
1620,8402,1996,2618180263,2618180263,0.801
1621,8403,1996,2115935850,2115935850,1.902
1622,8404,1996,1001862759,1001862759,0.876
1623,8405,1996,412016747,412016747,0.598
1624,8406,1996,3059532797,3059532797,0.66
1625,8407,1996,21433113187,21433113187,1.435
1626,8408,1996,12090754187,12090754187,1.69
1627,8409,1996,21364638582,21364638582,1.127
1628,8410,1996,721881696,721881696,0.82
1629,8411,1996,28908482184,28908482184,0.0
1630,8412,1996,3443669371,3443669371,1.635
1631,8413,1996,17497275635,17497275635,1.32
1632,8414,1996,20668399332,20668399332,1.146
1633,8415,1996,11829606214,11829606214,0.527
1634,8416,1996,1298038442,1298038442,1.256
1635,8417,1996,2850819827,2850819827,0.803
1636,8418,1996,12982630763,12982630763,0.328
1637,8419,1996,13366220123,13366220123,1.285
1638,8420,1996,820390132,820390132,2.15
1639,8421,1996,13930261220,13930261220,1.667
1640,8422,1996,11680650331,11680650331,2.016
1641,8423,1996,1626119495,1626119495,0.894
1642,8424,1996,5749941583,5749941583,1.71
1643,8425,1996,2174279908,2174279908,0.795
1644,8426,1996,4361440401,4361440401,0.483
1645,8427,1996,5366204767,5366204767,1.739
1646,8428,1996,9271971973,9271971973,1.809
1647,8429,1996,13217688709,13217688709,0.52
1648,8430,1996,3213450138,3213450138,-0.273
1649,8431,1996,20187923509,20187923509,1.017
1650,8432,1996,2200087739,2200087739,0.623
1651,8433,1996,5987807380,5987807380,1.053
1652,8434,1996,910147625,910147625,0.893
1653,8435,1996,213048622,213048622,0.787
1654,8436,1996,1691688809,1691688809,1.294
1655,8437,1996,906033578,906033578,0.383
1656,8438,1996,5826010268,5826010268,0.845
1657,8439,1996,4666387697,4666387697,2.004
1658,8440,1996,1044164298,1044164298,1.909
1659,8441,1996,3812838737,3812838737,1.954
1660,8442,1996,2012699791,2012699791,1.627
1661,8443,1996,10835097577,10835097577,1.816
1662,8444,1996,879477306,879477306,1.118
1663,8445,1996,4082261981,4082261981,1.011
1664,8446,1996,2368807527,2368807527,1.568
1665,8447,1996,3136845269,3136845269,1.326
1666,8448,1996,4382539207,4382539207,1.363
1667,8449,1996,225789099,225789099,1.128
1668,8450,1996,4628898248,4628898248,0.655
1669,8451,1996,3967202011,3967202011,0.309
1670,8452,1996,3985312499,3985312499,0.637
1671,8453,1996,1050741633,1050741633,-0.025
1672,8454,1996,1750646798,1750646798,1.25
1673,8455,1996,3260476846,3260476846,1.704
1674,8456,1996,3384357179,3384357179,1.922
1675,8457,1996,4120615111,4120615111,1.762
1676,8458,1996,3538315979,3538315979,0.892
1677,8459,1996,2630103053,2630103053,0.668
1678,8460,1996,2950820400,2950820400,2.087
1679,8461,1996,1458593156,1458593156,1.259
1680,8462,1996,5932411370,5932411370,0.92
1681,8463,1996,1708798677,1708798677,2.202
1682,8464,1996,1787091729,1787091729,1.777
1683,8465,1996,4285006178,4285006178,1.353
1684,8466,1996,7832004040,7832004040,1.837
1685,8467,1996,3092636846,3092636846,1.514
1686,8468,1996,702906525,702906525,1.332
1687,8469,1996,679174643,679174643,-0.262
1688,8470,1996,3210451226,3210451226,0.038
1689,8471,1996,140116219521,140116219521,0.803
1690,8472,1996,3176728378,3176728378,1.591
1691,8473,1996,90782886558,90782886558,0.407
1692,8474,1996,5942344598,5942344598,0.611
1693,8475,1996,1754463432,1754463432,1.205
1694,8476,1996,888276327,888276327,1.67
1695,8477,1996,12669398796,12669398796,1.282
1696,8478,1996,1303958637,1303958637,0.264
1697,8479,1996,33158703794,33158703794,2.06
1698,8480,1996,7942381724,7942381724,1.401
1699,8481,1996,19482112196,19482112196,1.417
1700,8482,1996,11747179229,11747179229,1.055
1701,8483,1996,13276219166,13276219166,1.006
1702,8484,1996,1361346426,1361346426,1.876
1703,8485,1996,3710834498,3710834498,1.499
1704,8501,1996,15296735215,15296735215,0.616
1705,8502,1996,5049856582,5049856582,0.177
1706,8503,1996,5002640852,5002640852,0.9
1707,8504,1996,24390691058,24390691058,-0.028
1708,8505,1996,2835105505,2835105505,0.743
1709,8506,1996,3702413356,3702413356,-0.734
1710,8507,1996,8351427247,8351427247,0.404
1711,8508,1996,5199622045,5199622045,1.408
1712,8509,1996,4987254134,4987254134,1.122
1713,8510,1996,1197859643,1197859643,1.114
1714,8511,1996,6732324136,6732324136,0.999
1715,8512,1996,5163182963,5163182963,1.553
1716,8513,1996,833935114,833935114,-0.417
1717,8514,1996,2504198825,2504198825,1.951
1718,8515,1996,4796627429,4796627429,1.556
1719,8516,1996,12750061214,12750061214,0.536
1720,8517,1996,42238078820,42238078820,0.761
1721,8518,1996,9067168053,9067168053,0.278
1722,8519,1996,5103521215,5103521215,-0.142
1723,8520,1996,2369669916,2369669916,0.21
1724,8521,1996,12399583132,12399583132,-0.134
1725,8522,1996,9156448256,9156448256,-0.097
1726,8523,1996,12179796895,12179796895,0.18
1727,8524,1996,13860526293,13860526293,1.326
1728,8525,1996,25754746687,25754746687,0.536
1729,8526,1996,2997975592,2997975592,0.314
1730,8527,1996,20268780267,20268780267,-0.153
1731,8528,1996,20915373438,20915373438,0.242
1732,8529,1996,24111280686,24111280686,0.535
1733,8530,1996,745680632,745680632,1.254
1734,8531,1996,5616056662,5616056662,0.395
1735,8532,1996,10249638395,10249638395,0.138
1736,8533,1996,4522286875,4522286875,0.212
1737,8534,1996,11074933111,11074933111,0.476
1738,8535,1996,3855380260,3855380260,0.95
1739,8536,1996,28845298046,28845298046,0.863
1740,8537,1996,8174841813,8174841813,0.835
1741,8538,1996,9075550578,9075550578,1.489
1742,8539,1996,6449099786,6449099786,0.565
1743,8540,1996,19052141428,19052141428,-0.036
1744,8541,1996,21987656121,21987656121,0.082
1745,8542,1996,139349778263,139349778263,0.617
1746,8543,1996,11091515250,11091515250,0.7
1747,8544,1996,28764215472,28764215472,-0.429
1748,8545,1996,2240605024,2240605024,1.068
1749,8546,1996,1175507223,1175507223,0.408
1750,8547,1996,1790140408,1790140408,0.772
1751,8548,1996,6193730697,6193730697,0.404
1752,8601,1996,314659405,314659405,0.965
1753,8602,1996,726254650,726254650,0.126
1754,8603,1996,1126470889,1126470889,1.49
1755,8604,1996,391712247,391712247,1.337
1756,8605,1996,788530860,788530860,1.311
1757,8606,1996,788752833,788752833,0.463
1758,8607,1996,3100364849,3100364849,1.084
1759,8608,1996,359232080,359232080,0.506
1760,8609,1996,2848522618,2848522618,-0.63
1761,8701,1996,18507723340,18507723340,1.511
1762,8702,1996,5385940181,5385940181,-0.272
1763,8703,1996,233468283233,233468283233,1.401
1764,8704,1996,43336347593,43336347593,0.791
1765,8705,1996,3646995733,3646995733,-0.089
1766,8706,1996,2735851017,2735851017,0.833
1767,8707,1996,2520766600,2520766600,1.164
1768,8708,1996,105937492156,105937492156,1.641
1769,8709,1996,468029568,468029568,0.243
1770,8710,1996,3166330137,3166330137,0.256
1771,8711,1996,7938897196,7938897196,0.057
1772,8712,1996,2526246768,2526246768,-0.508
1773,8713,1996,334250578,334250578,1.255
1774,8714,1996,6170511986,6170511986,0.29
1775,8715,1996,575382442,575382442,0.339
1776,8716,1996,5867282202,5867282202,0.739
1777,8801,1996,141128428,141128428,-0.882
1778,8802,1996,44638857895,44638857895,-0.549
1779,8803,1996,24701283238,24701283238,-0.16
1780,8804,1996,100485740,100485740,0.015
1781,8805,1996,429999063,429999063,1.163
1782,8901,1996,29347232728,29347232728,-0.137
1783,8902,1996,1144749668,1144749668,-1.251
1784,8903,1996,3745671567,3745671567,0.049
1785,8904,1996,400731888,400731888,-0.188
1786,8905,1996,3432335904,3432335904,-0.332
1787,8906,1996,1027167860,1027167860,0.033
1788,8907,1996,380878353,380878353,0.136
1789,8908,1996,141130813,141130813,0.034
1790,9001,1996,4110726616,4110726616,0.526
1791,9002,1996,2233723450,2233723450,1.419
1792,9003,1996,2330657481,2330657481,0.699
1793,9004,1996,1992271353,1992271353,-0.138
1794,9005,1996,680646904,680646904,0.797
1795,9006,1996,7415407417,7415407417,-0.122
1796,9007,1996,453370714,453370714,-0.505
1797,9008,1996,655154830,655154830,1.505
1798,9009,1996,13808182445,13808182445,-0.045
1799,9010,1996,4955701063,4955701063,2.272
1800,9011,1996,806724756,806724756,0.805
1801,9012,1996,589913095,589913095,1.836
1802,9013,1996,3628161189,3628161189,0.82
1803,9014,1996,3170940309,3170940309,-0.878
1804,9015,1996,2397921731,2397921731,-0.651
1805,9016,1996,218118388,218118388,0.903
1806,9017,1996,1376356863,1376356863,1.294
1807,9018,1996,22777322148,22777322148,0.996
1808,9019,1996,1606006644,1606006644,0.736
1809,9020,1996,433914990,433914990,0.413
1810,9021,1996,5594838892,5594838892,1.179
1811,9022,1996,6621205512,6621205512,2.319
1812,9023,1996,957264250,957264250,0.595
1813,9024,1996,1426053846,1426053846,1.301
1814,9025,1996,1200675226,1200675226,0.81
1815,9026,1996,4709158917,4709158917,1.308
1816,9027,1996,8516530636,8516530636,1.895
1817,9028,1996,1550427411,1550427411,0.802
1818,9029,1996,1900576760,1900576760,1.638
1819,9030,1996,9597649548,9597649548,1.22
1820,9031,1996,9430218262,9430218262,1.926
1821,9032,1996,9612534761,9612534761,1.048
1822,9033,1996,1066045738,1066045738,0.799
1823,9101,1996,3069342947,3069342947,-0.33
1824,9102,1996,8471990318,8471990318,-0.289
1825,9103,1996,145416906,145416906,0.159
1826,9104,1996,117365793,117365793,1.717
1827,9105,1996,1166364601,1166364601,0.003
1828,9106,1996,264086878,264086878,0.893
1829,9107,1996,528290796,528290796,0.935
1830,9108,1996,1939687076,1939687076,0.141
1831,9109,1996,191338590,191338590,0.686
1832,9110,1996,622174442,622174442,0.749
1833,9111,1996,644039893,644039893,0.212
1834,9112,1996,39794562,39794562,-0.391
1835,9113,1996,828802206,828802206,-0.197
1836,9114,1996,1667707649,1667707649,0.041
1837,9201,1996,522452054,522452054,0.685
1838,9202,1996,301675995,301675995,-0.154
1839,9203,1996,59619304,59619304,1.034
1840,9204,1996,57897718,57897718,1.054
1841,9205,1996,368972161,368972161,1.612
1842,9206,1996,183686259,183686259,-1.68
1843,9207,1996,1107939485,1107939485,0.377
1844,9208,1996,158388992,158388992,-0.056
1845,9209,1996,810105950,810105950,0.684
1846,9301,1996,592814386,592814386,-0.191
1847,9302,1996,285885086,285885086,0.276
1848,9303,1996,534269375,534269375,0.084
1849,9304,1996,98888812,98888812,0.915
1850,9305,1996,683496096,683496096,0.829
1851,9306,1996,2678251074,2678251074,-0.092
1852,9307,1996,29335469,29335469,-0.61
1853,9401,1996,16624337742,16624337742,0.011
1854,9402,1996,799659641,799659641,1.339
1855,9403,1996,25996198261,25996198261,-0.162
1856,9404,1996,2627566456,2627566456,-0.22
1857,9405,1996,8933438220,8933438220,0.594
1858,9406,1996,2794719728,2794719728,0.714
1859,9501,1996,301575197,301575197,0.259
1860,9502,1996,1598306987,1598306987,-0.759
1861,9503,1996,12161839138,12161839138,-0.507
1862,9504,1996,7057469275,7057469275,0.524
1863,9505,1996,2113805512,2113805512,-0.93
1864,9506,1996,9279690834,9279690834,-0.085
1865,9507,1996,1586970595,1586970595,-0.6
1866,9508,1996,499216655,499216655,0.326
1867,9601,1996,114795849,114795849,-1.796
1868,9602,1996,415115103,415115103,-0.377
1869,9603,1996,1955203455,1955203455,-0.277
1870,9604,1996,15504521,15504521,0.43
1871,9605,1996,87751831,87751831,-0.269
1872,9606,1996,1272152187,1272152187,-1.106
1873,9607,1996,1233233768,1233233768,0.375
1874,9608,1996,3135861977,3135861977,0.983
1875,9609,1996,562448955,562448955,-0.312
1876,9610,1996,95502720,95502720,1.062
1877,9611,1996,179527972,179527972,1.125
1878,9612,1996,1317564226,1317564226,0.084
1879,9613,1996,1091497381,1091497381,-0.342
1880,9614,1996,40651709,40651709,0.324
1881,9615,1996,520460899,520460899,-0.445
1882,9616,1996,290722800,290722800,1.289
1883,9617,1996,480223758,480223758,-0.041
1884,9618,1996,121592927,121592927,0.722
1885,9701,1996,3459117616,3459117616,-0.56
1886,9702,1996,171632938,171632938,0.599
1887,9703,1996,496676509,496676509,-1.387
1888,9704,1996,221373594,221373594,-0.774
1889,9705,1996,345471156,345471156,-1.37
1890,9706,1996,1288103307,1288103307,-0.85
1891,9999,1996,90918011173,90918011173,-0.291
1892,XXXX,1996,70961814626,70961814626,-1.395
650,0101,1997,1233214819,1233214819,0.035
651,0102,1997,4114078377,4114078377,-0.756
652,0103,1997,1416690827,1416690827,0.191
653,0104,1997,752873646,752873646,-0.966
654,0105,1997,918444824,918444824,0.075
655,0106,1997,381523104,381523104,-1.69
656,0201,1997,7452261357,7452261357,-0.314
657,0202,1997,5246603677,5246603677,-0.961
658,0203,1997,9568717047,9568717047,0.39
659,0204,1997,2225761380,2225761380,-0.647
