proximity,source,target
0.01342602471477778,237210,238910
0.03141996668603261,237110,238910
0.02625982825186252,237990,238910
0.010145747510187222,238340,238910
0.01328643845075265,238330,238910
0.02022522361633407,238310,238910
0.0163424623131389,238160,238910
0.02742748616942389,236117,238910
0.014249812502467072,238290,238910
0.023602833203766087,311119,311211
0.010714042611122456,112210,311611
0.01915989540373107,115114,311611
0.028902048873459943,311421,311611
0.020388900233703173,311513,311611
0.012473855102487998,321113,321992
0.021503648964979118,321214,321992
0.01460022284550659,325314,325320
0.030981243345073305,325311,325320
0.011680178276405271,325312,325320
0.01022213485354826,325180,325320
0.012088538450577115,325199,325320
0.010595004706531817,332111,332312
0.011670783407529035,332216,332312
0.012811675029902402,326199,332312
0.011329648319449654,332119,332312
0.010428910389816491,238290,332312
0.011956612200737925,238190,332322
0.0045773573390296,237120,332322
0.011970482980553167,238390,332322
0.025753993040064246,332119,332322
0.011360168668682554,332311,332322
0.014560151759676095,332216,333514
0.0256037425717537,332710,333514
0.025564379405728564,332119,333514
0.01785940068276647,326121,333514
0.01525899261533575,333120,333611
0.03299221831361262,332911,333611
0.034138151582986886,332112,333611
0.012885612885612886,333415,335210
0.015122795896754046,423220,423430
0.0110586910564439,423210,423430
0.01287473452424424,334111,423430
0.04967923078895914,423420,423430
0.011522156086996525,332312,423510
0.014026241576939656,423390,423510
0.012107402568539032,423310,423510
0.012713915100708083,331110,423510
0.014010024073562492,332812,423510
0.014236451989575613,333111,423820
0.02519955917862837,423810,423820
0.01059894721866553,112310,424440
0.015933987764973682,424420,424440
0.013972065390218126,111219,424480
0.02645250767233801,424450,424480
0.011753672725195419,424410,424480
0.012259872482092588,311421,424480
0.03511820319715132,424430,424480
0.04313805765281996,424460,424480
0.03852989434865262,424470,424480
0.014884135472370767,111140,424510
0.050531632110579476,111199,424510
0.012701316571285612,111219,424510
0.030221721862588737,115112,424510
0.013222003314882573,311211,424510
0.0110626387716171,423820,424510
0.03178690934108891,424480,424510
0.017702941754569875,424490,424510
0.01664164868499234,424430,424510
0.01401945148075179,424460,424510
0.011173656065296932,424470,424510
0.009459447411356686,115210,424520
0.022832941385559184,424480,424590
0.03224661475435469,424510,424590
0.010979298175459309,424480,424720
0.016657284923538792,424510,424720
0.011831645043695034,424590,424720
0.010501031417791568,423110,424720
0.010048542772415616,423830,424720
0.011567068115151725,423840,424720
0.02947873080789422,424690,424720
0.012233218655962674,423520,424720
0.020862445683532915,423820,424910
0.020844669606279512,424510,424910
0.01100512226554216,424590,424910
0.018809258617946294,424490,424910
0.01351159810588858,311119,424910
0.01405252485515023,424820,424910
0.013711682263348056,423930,424910
0.04636945676406293,423110,441310
0.05561742074141714,441228,441310
0.011100934288036882,441120,441310
0.076717264062145,441110,441310
0.07175588245119764,423120,441310
0.012014304323656065,423510,444110
0.015125720349861402,423390,444110
0.01454486912558959,443141,444110
0.030450619383852046,423310,444110
0.012441608655609303,423320,444110
0.010814560127089727,111421,444220
0.012346826879165175,423820,444220
0.01716502315571459,424910,444220
0.019634020368664625,424930,444220
0.013202257810629399,444130,444220
0.04018972176468535,424480,445230
0.03935680427362067,445110,445230
0.05158726365952827,311811,445230
0.06431060552479007,445210,445230
0.013597305554036838,424910,445299
0.030691489082835338,445230,445299
0.028953909964941345,424490,445299
0.06077707585588831,445110,445299
0.013960549464458643,442299,445299
0.0290108306601827,311811,445299
0.01328499068672572,311812,445299
0.013293978164921724,445292,445299
0.03623601417325312,445210,445299
0.028108414444828828,424720,447190
0.01475345486130444,441310,447190
0.08519435637530567,445120,447190
0.011081283315205233,324110,447190
0.014686516141557502,445299,453998
0.01927327353419941,445110,453998
0.017694348316605053,423990,453998
0.013520310843265538,443142,453998
0.017390917718038985,442299,453998
0.016538325253164298,448140,453998
0.03220674824220686,452319,453998
0.02600149978885738,424990,453998
0.012214948335340365,444130,453998
0.02559576256114432,446110,453998
0.013336691208115377,424210,453998
0.013273800415821524,111998,484110
0.011991260984552263,238910,484110
0.013668062877557473,423110,484110
0.011418331560680147,423390,484110
0.010531873002566432,441110,484110
0.011100635111728069,238910,484121
0.08046744796465323,484110,484121
0.022264228591083866,423110,484121
0.02207002512474628,423390,484121
0.013385540412396852,424990,484121
0.01071549250347646,237990,484121
0.011448142674996132,236117,484121
0.007159598035123768,486910,486990
0.025574616223471184,488210,488490
0.0117968586818702,485111,488490
0.01365237815619495,485510,488490
0.0184509809683725,236116,488510
0.010550871724643952,423510,488510
0.014545051078460025,484110,488510
0.017150242453011163,424410,488510
0.015511951820252914,423930,488510
0.014216722046491048,483211,488510
0.014590243188001187,488320,488510
0.02438532595682474,485999,488510
0.013742037837512374,483212,488510
0.040835375102088435,486210,493130
0.014568821740410085,515210,517311
0.027798700237844167,523120,524210
0.01950704090877265,524126,524210
0.02929663050558329,524113,524210
0.03132074590986533,524128,524210
0.019352155767774132,522320,524210
0.04294349662753518,523999,524210
0.02798753280700675,522298,524210
0.020470299182927837,522110,524210
0.011885843285941309,524114,524210
0.04643483131855225,237210,531110
0.012025286624642332,236115,531190
0.010058459857868267,236116,531190
0.010898859326865688,238910,531190
0.020441981050389482,531110,531190
0.01117543914559042,488999,531190
0.04403764078355278,237210,531190
0.012068712594749377,452319,531190
0.019375378516351155,424990,531190
0.01813861577975826,236116,531210
0.014820843198624568,236220,531210
0.013187051757835867,453998,531210
0.035955083720504065,531110,531210
0.05112579581312857,531190,531210
0.0114213664554225,238990,531210
0.010149991333522809,238210,531210
0.011642259493585931,488999,531210
0.025743230664272344,237210,531210
0.017915113152907832,424990,531210
0.013691114852696782,237990,531210
0.025378053529797755,236117,531210
0.010997672014982208,522110,531210
0.015601245203793529,111421,541320
0.017938013304696864,115112,541320
0.013198114497614969,115115,541320
0.011944046166905633,237310,541320
0.010503390525833153,115310,541320
0.017864911711288664,213114,541320
0.026836766426979203,236116,541330
0.017835019240541813,236220,541330
0.013236065643820788,531190,541330
0.019388105858246782,531210,541330
0.011324161966035511,238990,541330
0.010582533276416228,238210,541330
0.011747936758312965,238220,541330
0.012203882319706203,237310,541330
0.011214453275866473,424990,541330
0.07755665969523529,541310,541330
0.011226640063591309,236117,541330
0.017732757576980507,541330,541618
0.01164660071244436,541512,541618
0.01981388417620085,541110,541618
0.02070258763278742,541219,541618
0.022720514867117226,541611,541618
0.013886400397389781,519190,541618
0.014763273830308333,541611,541690
0.010953772525596865,541330,541715
0.012552037256057533,541511,541715
0.0261790576951134,541380,541715
0.01178224721650487,541219,561311
0.010893224822529359,541611,561311
0.01582181970305383,453998,561499
0.01649014600228718,531190,561499
0.03326346469170876,531210,561499
0.03217970540835609,541330,561499
0.018337429930505206,541512,561499
0.012174729901945704,323111,561499
0.02009678256237611,541219,561499
0.010795928417626664,488999,561499
0.010473271429377725,541990,561499
0.0498393618755576,541611,561499
0.0166270087638192,561110,561499
0.029768103788995637,424990,561499
0.010276334393757315,541310,561499
0.012741075276214488,518210,561499
0.01195138925392354,541511,561499
0.029256898185974933,541810,561499
0.010101440740967724,541910,561499
0.04905955280389077,111421,561730
0.014278355964722473,115112,561730
0.02023441491365133,444220,561730
0.05214089786593949,541320,561730
0.010214467612614606,238140,561730
0.01248331952645819,453110,561730
0.010558672847035863,561720,561730
0.018192428391288203,561710,561730
0.015209174986897061,541690,561990
0.012004983225913849,541511,561990
0.003896758813551552,541420,711110
0.060560216384724704,611410,711110
0.005065428450823132,532289,711190
0.0575609511387579,441310,811111
0.012427009130129427,447190,811111
0.010079992956852532,484121,811111
0.026074864615836645,423110,811111
0.03273502558442862,441228,811111
0.03662987859937795,441120,811111
0.08013043042038728,441110,811111
0.027328183003912914,423120,811111
0.010399317748570282,532210,811111
0.01219624761713655,532111,811111
0.03728939544103072,441310,811118
0.10605297481689575,811111,811118
0.019086137433458827,423110,811118
0.023467762065150735,441228,811118
0.013939520937786009,441120,811118
0.04299191812093607,441110,811118
0.06260997383739743,423120,811118
0.015098194503080038,532111,811118
0.010929065917527842,811111,811219
0.01767334725488041,443141,811219
0.021580206475298916,811211,811219
0.010336134661675898,441120,811219
0.01104515093159769,511210,811219
0.011406218027419686,423690,811219
0.010271812138649672,811198,811219
0.011327419753902987,811212,811219
0.010160894287929698,332322,811310
0.01201594208993773,811219,811310
0.017648294132850864,332710,811310
0.019134466270354096,441222,811310
0.02823734295310362,561740,812310
0.0036915504511894994,712120,924120
0.013154064643038588,111998,113110
0.01151411764968912,112120,113110
0.017196085352558798,112990,113110
0.06265068423376007,211120,213112
0.012784814424938028,213111,213112
0.029095044772681464,311211,311225
0.015663038808535014,311119,311225
0.03375046995005102,311224,311225
0.0171021377672209,333316,423410
0.01864437639659025,311821,424450
0.015662549183065547,311811,424450
0.02188080454280104,311812,424450
0.07838926029992788,424430,424450
0.012030124968964662,311351,424450
0.0012309375641113315,484122,484220
0.05596059685879088,522298,523910
0.05979181263765784,522110,523910
0.013590262218526333,111199,111336
0.01843594778791729,111219,111336
0.01611192961704421,111332,111336
0.0023240800516462234,112310,112420
0.05587812474149129,113110,113310
0.011379681770743224,113210,113310
0.01893801830497406,236115,238990
0.02335899939027844,236116,238990
0.017592299516554107,236220,238990
0.023643536118505882,238130,238990
0.055430353471914495,238910,238990
0.01160203507065107,238140,238990
0.05089216957792825,238210,238990
0.03462352192498759,238220,238990
0.01696025481696692,237310,238990
0.0263059869326341,238320,238990
0.01193088489589754,221210,238990
0.016061665172904374,237110,238990
0.028401723940918784,237990,238990
0.01691260990814195,238340,238990
0.01789282894145007,238330,238990
0.04961134415283687,238310,238990
0.018579515354654706,238160,238990
0.031053044327196487,236117,238990
0.014097228932120998,238290,238990
0.054310858665544685,311411,311423
0.012030626925045139,311421,311423
0.022192090395480226,311422,311423
0.03167407079780326,423430,541512
0.01343072763226926,541330,541512
0.011363661001368083,541219,541512
0.030526593080660584,443142,541512
0.010894262936632345,454110,541512
0.047978878171147085,511210,541512
0.08430465126867565,518210,541512
0.12312809905708444,541511,541512
0.015673342309351752,519190,541512
0.014788905252822778,331492,562920
0.022741483968408194,624410,721214
0.037202445873678845,445299,722511
0.012381258171243468,453998,722511
0.017281387985093304,531190,722511
0.0101012606368606,531210,722511
0.03032589452801205,445110,722511
0.02046662640726139,312140,722511
0.01593583599879681,311999,722511
0.05207286186967434,721110,722511
0.016924104897947,311812,722511
0.030928867141666417,445310,722511
0.121972221010358,722410,722511
0.013267693664195229,452319,722511
0.010130788200659126,424990,722511
0.02289596770675233,454390,722511
0.014560433883111486,711219,722511
0.050741902185345904,111140,111332
0.026519621905650718,111199,111332
0.047807169535250854,111219,111332
0.017812711066627938,111320,111332
0.008915304606240713,111310,111333
0.02526002971768202,111331,111333
0.011314042236333175,112112,112390
0.01922352987795213,112210,112390
0.002955082742316785,112420,112910
0.005319148936170213,111331,112910
0.01749720615705884,236115,238140
0.011557079423329347,238130,238140
0.028426714513877436,238110,238140
0.012845320516713055,236116,238210
0.01711863500456334,236220,238210
0.014768236509301747,238130,238210
0.013032325229896464,237310,238210
0.028180915428855584,237110,238210
0.07169447871591393,237990,238210
0.05382940244442429,236117,238210
0.013222252234531452,236115,238220
0.018492163848055472,236220,238220
0.01580901002986277,238130,238220
0.07360976799029147,238210,238220
0.01383023678457112,237310,238220
0.025497234423219363,221210,238220
0.03583673638411071,237110,238220
0.05828914299893462,237990,238220
0.013499421661755419,238160,238220
0.03531387538877656,236117,238220
0.013870893438138838,311211,311221
0.015204907334899504,311212,311221
0.01180778849589139,327212,327213
0.011423974255832662,326160,327213
0.024477636092015802,331110,332111
0.011619010752601003,236116,423110
0.030269058295964126,326211,423130
0.017571076151575202,423120,423130
0.027611123070731273,424480,424490
0.024207935155979445,424450,424490
0.011129285915639234,423990,424490
0.01793880626351307,311999,424490
0.023367433850300913,424410,424490
0.019028146040924235,423220,424490
0.020662479759642832,424430,424490
0.035433026647073686,424460,424490
0.018800834885484036,424470,424490
0.012531705993017662,424210,424490
0.011917038365504286,423220,442110
0.016818231986915993,337122,442110
0.038547983049657016,423210,442110
0.01554061637086341,423620,442110
0.013682686100919425,337211,442110
0.012721907138369891,424480,445110
0.026437756173422543,424490,445110
0.01417767507655,424410,445110
0.024754644619095108,311811,445110
0.012521133046900711,424990,445110
0.010704918969024159,424460,445110
0.013398842630636553,533110,541110
0.015139317801823825,519190,541110
0.010524442730942751,531190,541219
0.012195805191599178,531210,541219
0.026733374580890815,541110,541219
0.01172633525073206,452319,541219
0.021505294336913734,541213,541219
0.02177948527907747,518210,541219
0.03219260565717483,488991,541921
0.02588788042246144,519120,611110
0.022214337503663823,712110,713990
0.02363358684417568,561599,713990
0.022214337503663823,713950,713990
0.009734199281119356,713120,713990
0.012548475957717612,451110,811490
0.023960830932280228,339910,811490
0.06389911087239265,448310,811490
0.016222860902385818,423940,811490
0.026012961529741942,611110,813110
0.051976411963328875,624410,813110
0.04850727274188665,624190,813110
0.011454397627815773,623990,813110
0.012506256978938046,111219,111320
0.017782543057851537,112120,112340
0.02213108258044064,112210,112340
0.011423641972081351,112320,112340
0.012482354786427563,112310,112340
0.028684685329225513,113110,113210
0.010004220811293813,112519,113210
0.034793328995582344,111140,115115
0.01309730083554734,111219,115115
0.012228326152761985,111339,115115
0.017116973573395852,111421,115115
0.010611120251528208,111998,115115
0.02108516902201392,112120,115115
0.01989341863174763,112990,115115
0.020416609497760852,115112,115115
0.011614726444686403,113110,115115
0.01479609870131688,111332,115115
0.02200917346116259,236115,237310
0.03519061444118689,236116,237310
0.12142145976014002,236220,237310
0.08409719398612805,237110,237310
0.06495425373572263,236117,237310
0.047839909073832336,213114,237310
0.01368544413675836,236220,238320
0.06228189906099426,238130,238320
0.03966795938583906,238210,238320
0.062088304579554214,238220,238320
0.011709597418685993,237310,238320
0.013366990631869186,237110,238320
0.04816481014175135,237990,238320
0.09177377629692371,238310,238320
0.01481359667154533,238160,238320
0.0350838370312675,236117,238320
0.03522841185736789,311111,311119
0.010113020129516856,115114,311615
0.0563156581126767,311611,311615
0.011559790674060768,112390,311615
0.010323101356452915,112340,311615
0.01052556207933553,311119,311615
0.012368565883613823,311421,311615
0.028187134502923976,311513,311615
0.05699724963598123,311612,311615
0.010987008253273972,311514,311615
0.01746986383399724,311520,311615
0.012301804264625479,311613,311615
0.01304381785519019,311422,311615
0.01204781333762571,115116,312140
0.010194271316801486,311999,312140
0.03130594363130954,312130,312140
0.010894108545263176,312111,312140
0.010961578251365137,312120,312140
0.010647882709476615,325311,325314
0.05152014377714542,325312,325314
0.01742081447963801,333924,336211
0.012059247607812296,336120,336211
0.05675711102372526,336211,336212
0.011463046757164403,333924,336212
0.011333813317230648,332323,336370
0.013911570797798343,336310,336370
0.024393804825228425,321992,337110
0.012633214477799247,321113,337110
0.012129986738530045,238350,337110
0.02038191846123999,321920,337110
0.010329346781356077,321991,337110
0.010952736588129073,236116,339999
0.012639102535222145,321999,339999
0.011141075232829808,332999,339999
0.012671283572867523,314999,339999
0.012223967149596771,326199,339999
0.012711509869924247,315990,339999
0.019374172581097405,236116,423390
0.011314614588916009,236220,423390
0.01208981231904097,238990,423390
0.014886662757392049,238210,423390
0.0101374466774485,238220,423390
0.014563755769010079,423110,423390
0.010747917674752253,237310,423390
0.02699125740856639,423220,423390
0.01140965561627402,237110,423390
0.018891047762536473,237990,423390
0.01625440791263664,236117,423390
0.012806834861351191,423430,423830
0.014078439807144995,423510,423830
0.011269575983422219,423820,423830
0.012625083948198184,238210,423830
0.01070719392066818,423110,423830
0.019005444943837064,423390,423830
0.01999533277724735,423220,423830
0.011839269622290071,423620,423830
0.016404739607356177,423690,423830
0.013379574990266464,423610,423830
0.01046103752483651,423420,423830
0.012660222469703527,236116,423990
0.026661943690251877,339999,423990
0.011141884423012232,423390,423990
0.012451614121821825,423830,423990
0.014747555674248156,423220,423990
0.013890743460779514,423620,423990
0.011327855294804968,111421,424930
0.017160054912175718,111422,424930
0.020099264317645818,424920,424930
0.03150715628602938,423110,441228
0.04622034210042303,441110,441228
0.04540947142799369,423120,441228
0.04207114230473327,442110,443141
0.028529118968297244,442299,443141
0.028294010061133905,423620,443141
0.018247797206986393,441228,451110
0.015513318424101733,448140,451110
0.03331022820299849,423910,451110
0.014054293072643725,448190,451110
0.01354040310485148,339920,451110
0.01954930203751052,448210,451110
0.01595850377892436,448150,451110
0.021260703551218695,451110,451120
0.010010627520747054,442299,451120
0.01324996077904032,339930,451120
0.011567980752584596,448310,451120
0.015186355588426455,423920,451120
0.018324032362894732,448130,451120
0.03301421848733652,424720,454310
0.012935546374761974,441310,454310
0.03660719107017503,447190,454310
0.010858109466476322,441228,454310
0.019900157286466526,484220,484230
0.011923733103357767,486990,488210
0.010761356605860627,482111,488210
0.02358207999208071,484110,488999
0.05457902946513512,484121,488999
0.01696059499469015,488510,488999
0.022101580873174216,423110,488999
0.011108110645836805,445110,488999
0.02844319767429165,423390,488999
0.024767254710133493,424990,488999
0.01050302218760503,236117,488999
0.034725128670222094,488320,488999
0.016099518073516898,485999,488999
0.014838950435690907,323111,511120
0.08471262869803206,511110,511120
0.01377814056255866,323120,511120
0.012925460100902437,323117,511120
0.005580150249315834,522110,525920
0.032689907161755447,532111,532120
0.005272155033310434,532112,532120
0.013884147629752899,541330,541990
0.014109743382478869,541611,541990
0.010356630526378089,452319,541990
0.014082235917688942,424990,541990
0.011779170164079452,541430,541990
0.012663826941630067,541922,541990
0.01583748650312221,541810,541990
0.013979202438959263,541910,541990
0.07913725306253273,611110,611310
0.0317202869930728,611210,611310
0.02212939340416982,446110,621111
0.010722614354643523,424210,621111
0.03197102589618384,447190,811192
0.015066720176582723,811111,811192
0.023700421251798873,811118,811192
0.017395533525210533,441120,811192
0.010713539431033649,443142,811211
0.024256793726062376,112512,114112
0.01144001947237357,114111,114112
0.024047232050681704,111998,115310
0.01614651502041352,112990,115310
0.016194288604209614,115112,115310
0.017207904921503668,115116,115310
0.07511904098610081,113110,115310
0.03371077862019604,113310,115310
0.020244467969295785,113210,115310
0.012848751835535976,311211,311212
0.005355695371907206,561920,722330
0.0210736587423867,221118,221210
0.011058867969542138,221122,221210
0.013723707489679575,325180,325311
0.012136037619341662,325199,325311
0.01582094429014867,321113,423310
0.0414521745664609,423430,443142
0.0192891060144254,442110,443142
0.048303569498528535,443141,443142
0.01981819510623471,423620,443142
0.01720671840210977,423690,443142
0.014648768220891608,423420,443142
0.01705446177448223,448310,453310
0.028660609713109627,522320,523120
0.027736208174117715,522298,523120
0.01021142359812864,522110,523120
0.012049008326000135,523910,523930
0.022273531099026658,523120,523930
0.010604078744950928,522390,523930
0.021364771907016557,531190,541611
0.030277228057909576,531210,541611
0.020972163315367668,541330,541611
0.028606841896415075,541512,541611
0.010782551927827264,541110,541611
0.034806975614488485,541219,541611
0.016303516388724834,424990,541611
0.011622054866437779,511210,541611
0.018110428433687847,518210,541611
0.016018850816090016,541511,541611
0.02014850524136146,721214,813410
0.01718810663905785,813110,813410
0.010810128812171334,713940,813410
0.023691277339200206,624410,813410
0.01161105770358039,711510,813410
0.01411680862065732,624190,813410
0.011678793066552536,624310,813410
0.017942148249404103,813319,813410
0.014035771117888875,311821,311999
0.017458725633205146,311421,311999
0.029018449144675773,311812,311999
0.011990700835432966,311824,311999
0.010795060666609825,531190,721110
0.010429244487449365,531210,721110
0.01440453327116614,561520,721110
0.01669233011622942,711219,721110
0.02087288165907462,561510,721110
0.01697281436413999,236115,237210
0.019113352800637112,311211,311821
0.013363071961687378,311421,311821
0.019214320044967374,311811,311821
0.0786021334182455,311812,311821
0.015532836507021827,311340,311821
0.016108504556975677,311612,311821
0.011596210997947515,311520,311821
0.041781323042856124,311351,311821
0.07515461718916613,311423,311941
0.04586094456716104,311411,311941
0.01141268140080526,311421,311941
0.028952504879635653,311340,311941
0.04401791426743442,311412,311941
0.013478353593516741,311930,311941
0.02213691618682022,311422,311941
0.034847515461718916,311941,311942
0.012396694214876033,311930,311942
0.015366430260047281,312112,312113
0.01756716977190436,238130,321918
0.021509428107219092,113110,321918
0.059789294493417945,113310,321918
0.012694847914693365,115310,321918
0.03151273077085056,321113,321918
0.004993893397110945,321912,321918
0.015289781026751575,238120,321918
0.013547570547333377,321214,321918
0.02374814640774375,321212,321918
0.013383418103090025,423430,423840
0.012384020174458795,423820,423840
0.015565709132735719,423110,423840
0.016995780730490857,423390,423840
0.030612959890521332,423830,423840
0.02176072426955769,423620,423840
0.015167333269815142,423810,423840
0.012521868164614827,423520,423840
0.01008418863281147,423610,423840
0.021813430854029113,423720,423840
0.020638682173214108,423420,423840
0.02191408660652128,236116,424410
0.015582058427891949,339999,424410
0.010417130309639323,423990,424410
0.03502541813534806,311999,424410
0.016462104509261468,314999,424410
0.03297747462624603,442110,442299
0.014035051814645512,442210,442299
0.012596608841454056,423210,442299
0.012011875925522568,337127,442299
0.046423011687074515,339992,451140
0.013052814166662298,445299,451211
0.027279892978667897,451120,451211
0.01332192806652935,443142,451211
0.010006242023877569,442299,451211
0.015724702008361218,111421,453110
0.013360516706912542,111422,453110
0.04102820362697972,444220,453110
0.03063978409271313,424930,453110
0.01284290577380783,424590,488991
0.011538430857524927,484110,488991
0.011808294791496012,488510,488991
0.017919934468979694,488320,488991
0.013884123734159703,523910,523991
0.05540410481550139,523120,523991
0.010529789219049337,541330,541370
0.05795336670725657,561311,561320
0.010864208112799194,322211,561910
0.031177790651990063,813910,813920
0.02833322127344853,451120,453220
0.015238139789174546,442299,453220
0.011554196202074925,451211,453220
0.03807760578703262,453110,453220
0.013336705285057164,445292,453220
0.018618899471303418,446120,453220
0.02937272779733395,448310,453220
0.014218074427337074,448150,453220
0.01287452133451326,448320,453220
0.03651996515237082,453210,453220
0.012730708300727197,451212,453220
0.013080219947242741,531190,561110
0.01526934068826419,531210,561110
0.013708477054811593,541330,561110
0.027217486462300093,541618,561110
0.01082000481322727,541512,561110
0.011973500425013564,323111,561110
0.024070807342971404,541219,561110
0.029196630360587,541611,561110
0.03408251495025721,551112,561110
0.015130794663638833,541810,561110
0.018931562471592167,221118,221310
0.02199856092381671,115114,311421
0.012783748032712492,311211,311421
0.013618940030317953,311411,311421
0.023107530682307323,111332,312130
0.021344709008891714,312111,312130
0.03184113865932048,312120,312130
0.010158973222381172,331410,339910
0.01238403359544062,339112,446130
0.023059155150138982,339115,446130
0.013036839838703363,423460,446130
0.010159339153584152,333314,446130
0.017075607845479835,453998,454110
0.01100255683644654,423990,454110
0.016766652354024084,443142,454110
0.011296847104471281,442299,454110
0.021549798435112448,448140,454110
0.013081243782076033,452319,454110
0.01103435208057728,424210,454110
0.011475900001564539,448210,454110
0.11745833264778953,524113,524126
0.013148272944955049,522390,524126
0.11626868569209863,524114,524126
0.014961491077613702,531210,551112
0.015429745663125664,541618,551112
0.03082279392455675,523910,551112
0.014058609703281067,541611,551112
0.01066267926733043,237210,551112
0.011532499216427078,523991,551112
0.011041177815991664,523920,551112
0.024301772992570882,525990,551112
0.013885759303340139,522298,551112
0.10073782920651594,522110,551112
0.03543952087692399,525910,551112
0.012289122719242014,611610,712110
0.035470937184928136,711510,712110
0.015666286214606234,519120,712110
0.017135977735736958,453920,712110
0.01334978506607228,311211,311812
